unnamed:_0,unnamed:_1,unnamed:_2,sheet_name,source_file,document_type,order_no,count,date,supp_ref,supp_name,can_ord,item_code,item,description,quantity,ord_cost,grn_qty,grn_cost,inv_qty,return_qty
204,GERKRO CONSTRUCTION (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
205,GREEN POINT SUPPY AND DELIVERY,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
206,GREENFORD ENGINEERING CONSTRUCTION (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
207,IFACTS,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
208,JETLINE,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
209,KAONE DEVELOPMENTS,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
210,KATLEGO OLERATO TRADING AND PROJECTS (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
211,KE MATLA EXCELLENCE SUPPLIERS AND PROJECTS CC,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
212,KHUMOETSILE PROJECTS PTY LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
213,KHUWAIT HOLDINGS JV TLOPO CONSTRUCTION,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
214,KLERKSDORP VOLKSWAGEN,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
215,KOKETSO PIONEERS,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
216,KWENYA TRADING AND ENTERPRISE,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
217,L.BENJAMINS TRADING (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
218,L-BENJAMINS TRADING (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
219,LEGATOLEO TRADING EMPIRE,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
220,LEMA ENTERPRISE,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
221,LIGHTS & SIRENS TECHNOLOGY,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
222,LPM BUSINESS ENTERPRISE (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
223,MALEBANA KGAU TSEBE HOLDINGS (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
224,MANTEBO INVESTMENTS (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
225,MASIKHULE PROJECTS CONSULTANTS (PTY)LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
226,MAWEETA TRADING ENTERPRISE,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
227,MEDIA 24 NEWSPAPERS,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
228,MENLO MOTIONS (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
229,MOSANTO TRADING ENTERPRISE (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
230,MZH HOLDINGS (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
231,NATIONAL BRAKE TESTING SERVICES PTY LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
232,NONTENDOOC1 TRADING ENTERPRISE,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
233,NTHABZ HOLDINGS,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
234,NUCON PLUMBING WHOLESALERS CC,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
235,O TOUCH BUSINESS AGENCIES (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
236,ORANJE TOYOTA KLERKSDORP,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
237,OSEGOFADITSWE TRADING ENTERPRISE (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
238,OSHER FUELS,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
239,P MOSIMANE TRADING ENTERPRISE,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
240,PHONDO LENDLOVUKAZI PTY LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
241,PRO WELDING,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
242,QUICK STEP TRADING 575,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
243,RE A KGONA CATERING AND SUPPLY (PTY)LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
244,REKHAMS HOLDINGS GROUP PTY LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
245,RERO PROJECTS AND EQUIPMENT HIRE,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
246,RMBK (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
247,SABS COMMERCIAL (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
248,SHARPENING CENTRE,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
249,SHIELD SAFETY PRODUCTS CC,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
250,SUCCESS MEDIA GROUP,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
251,T PONYA ENTERPRISE CONSULTING (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
252,TDS SISANDA,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
253,TG COMPUTER SERVICES REPAIR CC,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
254,THAVAKU TRADING (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
255,THE BLACK BIRD MULTIMEDIA,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
256,TOKAGALO TRADING (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
257,TSAKANE 247 (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
258,TSAONE HOLDINGS,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
259,VSL GENERAL TRADING,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
260,WORKSPEC,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
261,WORKWEAR DEPOT,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
262,ZHUFU (PTY) LTD,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
263,ZIMPHOZA TRADING ENTERPRISE,2,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
264,NTLEBI GOODHOPE TRADING ENTERPRISE (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
265,ABOVE HORIZON DISTRIBUTION AND SUPPLY,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
266,ADENDORFF MACHINERY MART (PTY)LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
267,AMAZA ENTERPRISE AND PROJECTS (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
268,AMOSCHOCHE ENTERPRISE (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
269,ARNOLD & WESSELS CC,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
270,ASTRAL MEDIA CAPITALS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
271,BALEDI RE-ENGINEERING SOLUTIONS CC,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
272,BATHO BAGAGWE IT CC,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
273,BENEA TECHNOLOGIES CC,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
274,BENGWA TRADING,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
275,BLOEM K TRADING ENTERPRISE (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
276,BOIKOBO AGRICULTURAL TRAINING AND PROJECTS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
277,BOLENG JWA BOPHELO,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
278,BOLT & ENGINEERING DISTRIBUTORS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
279,BONGO TSHEPANG (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
280,BOTSITSO ENGINEERING AND PROJECTS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
281,BUTIWANE TRADING ENTERPRISE,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
282,CE NOTO CONSTRUCTION,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
283,CLEANUP SOAP AND CHEMICALS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
284,DASH HOST (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
285,DISC HEEPERRS (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
286,DSMAKGOPELA ENTERPRISE AND PROJECTS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
287,ELB EQUIPMENT,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
288,EXELEC SYSTEMS (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
289,EYRE PLATINUM PROJECTS PTY LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
290,GAESEGWE PHANUEL HOLDINGS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
291,GEE KAY BEE HOLDINGS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
292,GEORGE'S PNP CATERING AND PROJECTS (PTY)LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
293,HAGGIE DISTRIBUTION (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
294,HARBOR POINT INVESTMENTS 82,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
295,HAVANNA BAKING CATERING AND DECO,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
296,HERMAN AND EVE TRADING ENTERPRISE (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
297,HOME OF THE BEST TRADING,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
298,HORIZON HELICOPTERS PTY LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
299,INJULA TOURS & EVENT MANAGEMENT,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
300,ISAKHONO AFRICA SERVICE,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
301,ISUZU MOTORS SOUTH AFRICA (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
302,JOHANNA DE BEER,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
303,JOLOBE TRADING (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
304,JOY BOTLHALE HOLDINGS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
305,JOY BOTLHALE HOLDINGS (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
306,KAGO GENERAL TRADING,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
307,KAGOEBOTLHALE TRADING AND PROJECTS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
308,KARA BAZAARS (EDMS) BPK,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
309,KG FALO INVESTMENTS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
310,KGADIYATENG PROJECTS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
311,KIWANGO INFRASTRUCTURE AND DEVELOPMENTS (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
312,KLERKSDORP SPARES CENTRE,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
313,KWATHAHLA TRADING AND ENTERPRISE,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
314,LAMORSHCA TRADING (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
315,LANDIS AND GYR,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
316,LESHAKA CONSTRUCTION,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
317,LITHOTECH SALES - BLOEMFONTEIN,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
318,M AND K CONSULTING FIRM (PTY)LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
319,MABIRIMISA CONSULTING AND PROJECTS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
320,MAFUNYANE WILDLIFE SERVICES,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
321,MAHLASEDI CONSTRUCTION,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
322,MAILING & MECHANISATION  (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
323,MAMKELI CONSTRUCTION AND PROJECTS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
324,MANDISA DISTRIBUTORS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
325,MARUMASH (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
326,MASIBEKEKUNYE PROJECTS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
327,MBOROMANE TRADING,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
328,MEC 23 SEEKING GLOBAL SOLUTIONS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
329,MEEPONG TECHNICAL CONSULTING (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
330,MESH AND ROSE,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
331,MOCHOBO EXECUTIVE GUARDS T/A MEG,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
332,MOEDI CONSULTING ENGINEERS (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
333,MOEDI CONSULTING ENGINEERS AND PROJECT MANAGERS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
334,MOTSOL TRADING ENTERPRISE,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
335,MULATO INVESTMENT,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
336,MW PPE SUPPLIERS (PTY ) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
337,NKOPETSI FLEET,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
338,NOMBULELO TRADING ENTERPRISE,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
339,NORTH-WEST UNIVERSITY_(POTCHEFSTROOM),1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
340,NTFULINI TRANSPORT,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
341,NTLEBI GOODHOPE TRADING AND ENTERPRISE (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
342,NUL OPTIMUM (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
343,OMKM TRADING AND PROJECTS(PTY)LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
344,OMOSANALEDI TRADING ENTERPRISE (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
345,ONPOINT FIREPROTECTION (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
346,ORANJE TOYOTA,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
347,P J SNYMAN SKRYNWERK,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
348,PAT'S SCOOTER WORLD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
349,PIETER NEL PHARMACY (HEALTH PHARM),1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
350,PROTEA HOTEL KLERKSDORP,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
351,PT JABULANE ENTERPRISE,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
352,QOTHWANE 1 TRADING AND ENTERPRISE (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
353,RAPHOTO' S CONSTRUCTION AND CATERING CC,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
354,RELETLOTLO TRADING ENTERPRISE,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
355,RICKI DESIGNER CONSULTANTS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
356,RIOSCAPE (PTY) LTD_T/A SMSDEPOT,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
357,ROCK BUILDING SUPPLIES,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
358,RUBBER STAMP CITY,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
359,S A MOTSIRI TRADING (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
360,SABAWANE GROUP (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
361,SAMBA SOLUTIONS/NHLAMULO (K2023774256 (S.A)PTY LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
362,SCAW SOUTH AFRICA (PTY) LIMITED,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
363,SEBOKOKANELO TRADING & PROJECTS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
364,SE-SIFIKILE CONSTRUCTION & PROJECTS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
365,SIPHUMELE HOLDINGS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
366,SIYABONGA MARUPING (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
367,SOUTH AFRICANHOME INSPECTION TRAAINING ACADEMY,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
368,SPRING BEAR MISANI PTY LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
369,STAR FM,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
370,STRATHMORE PAINTS CC,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
371,SUNRISE ENGINEERING AND MANAGEMENT,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
372,SUZUKI KLERKSDORP (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
373,TIGANE TRADING (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
374,TOLRAS TRADING (PTY)LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
375,TORREN ENTERPRISE (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
376,TOYOTA SOUTH AFRICA MOTORS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
377,TRANS TV ELECTRICAL      WHOLESALERS C.C.,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
378,TSHEREA (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
379,TWIN BROTHERS CONSTRUCTION,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
380,VAALBRUG DIEREKLINIEK GROOTHANDEL,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
381,VANANA (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
382,VEE AND ZOE TRADING CC,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
383,VEROTEST HOLDINGS (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
384,VIC'S AUTO ELECTRICAL & REPAIRS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
385,VM SUCCESS ENTERPRISE (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
386,VOLKSWAGEN OF SOUTH AFRICA,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
387,WESTERN FABRICS C.C.,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
388,WORLD TELECOM AND DATA,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
389,ZAMNTE CONSTRUCTION,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
390,ZERO18 (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
391,ZIHLANGENE PROJECTS,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
392,ZUENE GT CONSTRUCTION,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
393,BOHALE BUSINESS SOLUTIONS AND PROJECTS (PTY) LTD,1,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
,Grand Total,3862,Supplier List,2023 List of Suppliers.xlsx,xlsx,,,,,,,,,,,,,,,
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,133373.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,CAN,,269086,PLANT HIRE,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,401781.0,1.0,,401781,RIBESRI GENARAL TRADING,,,146217,tower laser labels,1.0,6060.5,1.0,6060.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019198.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,269086,PLANT HIRE,1.0,732138.3,1.0,732138.3,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019199.0,1.0,,810083,BOLEKANO BUILDING CONTRACTORS,,,269086,PLANT HIRE,1.0,410636.25,1.0,410636.25,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019200.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,269086,PLANT HIRE,1.0,414659.3,1.0,414659.3,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019201.0,1.0,,100536,CONQUEST CHEMICALS,,,222884,SUPPLY & DELIVERY,1.0,12200.0,1.0,12200.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019202.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,269086,PLANT HIRE,1.0,462300.0,1.0,462300.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019203.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,269086,PLANT HIRE,1.0,147200.0,1.0,147200.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019204.0,1.0,,879955,HETANI TRADING ENTERPRISE (PTY) LTD,,,269086,PLANT HIRE,1.0,346725.0,1.0,346725.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019205.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,269086,PLANT HIRE,1.0,115575.0,1.0,115575.0,1.0,0.0
